bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,48619b6c-3d24-43ed-a9b2-e8f132ad9d75,131,,"[15.0, 45.0]",18236,2,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,11,Manchester United,39,['9bdf66fa-8d2c-40bc-bbb7-70b02d2dc58c'],43,,,,,,,,,,,,,,,Barcelona,217,00:02:43.227,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,9ec99682-75ff-4186-ae39-f89eb109658b,138,,"[101.0, 31.0]",18236,2,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Hernández Balcázar,3058.0,Left Center Forward,11,Manchester United,39,['5ecd1637-4a9a-45c5-b92b-7d5179334b53'],46,,,,,,,,,,,,,,,Manchester United,39,00:02:46.818,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,67961c96-73cb-471a-a4b7-3222e42b00f4,145,,"[102.0, 20.0]",18236,2,,,,,,,,,,,,,,,,,,1,Regular Play,Wayne Mark Rooney,3538.0,Right Center Forward,11,Manchester United,39,"['45ad3847-6c41-4911-b5db-2c254cb1eccc', 'adff7ac3-c55d-4d44-8838-b3542bf5227d']",50,,,,,,,,,,,,,,,Manchester United,39,00:02:50.418,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,6cb83c57-dd2a-4269-a253-9e2cb5b70061,148,,"[113.0, 27.0]",18236,2,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Hernández Balcázar,3058.0,Left Center Forward,11,Manchester United,39,['9cc10688-2182-4223-b3a4-571d464647f9'],51,,,,,,,,,,,,,,,Manchester United,39,00:02:51.679,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,53931f3d-17de-4a6d-8110-286fb532c9f4,154,,"[115.0, 4.0]",18236,2,,,,,,,,,,,,,,,,,,1,Regular Play,Ryan Giggs,20175.0,Right Defensive Midfield,11,Manchester United,39,['b87a324c-d04a-45c9-80cd-201d897598e1'],56,,,,,,,,,,,,,,,Manchester United,39,00:02:56.901,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,9aaf32a9-0a43-4d63-8ff8-a6aaf9ec6b02,158,,"[67.0, 35.0]",18236,3,,,,,,,,,,,,,,,,,,1,Regular Play,Nemanja Vidić,20172.0,Left Center Back,11,Manchester United,39,['4b1ab89e-a964-4f55-9379-5945cc89c18f'],2,,,,,,,,,,,,,,,Manchester United,39,00:03:02.804,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,1480d812-1a22-47c2-ad8a-994093fd8d52,162,,"[52.0, 64.0]",18236,3,,,,,,,,,,,,,,,,,,1,Regular Play,Rio Ferdinand,20171.0,Right Center Back,11,Manchester United,39,['7b29dac5-9c7f-4c7b-aa1f-82d31faecbb3'],6,,,,,,,,,,,,,,,Manchester United,39,00:03:06.327,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,c191d072-3a58-4e64-9700-a09b7364c9e1,171,,"[17.0, 24.0]",18236,3,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,12,Barcelona,217,['a240a5db-21af-4dff-9ed3-7bad17f48a32'],12,,,,,,,,,,,,,,,Barcelona,217,00:03:12.943,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,f16b535c-5cb3-42b4-9119-f1f9637e19ea,174,,"[29.0, 15.0]",18236,3,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,12,Barcelona,217,['26ef22c8-d6f5-4e92-b2b9-6284b6eb8ded'],13,,,,,,,,,,,,,,,Barcelona,217,00:03:13.960,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,06344636-3e35-4af7-ad5d-dc1bd0ca17fb,177,,"[16.0, 7.0]",18236,3,,,,,,,,,,,,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,12,Barcelona,217,['cb264027-4bda-4e53-82c8-081e2d20cd4c'],15,,,,,,,,,,,,,,,Barcelona,217,00:03:15.442,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,0224300b-d950-4fe2-a7bf-3941244d42a3,180,,"[48.0, 20.0]",18236,3,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,12,Barcelona,217,['26ae6039-8a10-4e67-8ce2-1256beec8e64'],19,,,,,,,,,,,,,,,Barcelona,217,00:03:19.827,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,eff750dd-4b96-4f8c-899d-28967c3a6a2b,186,,"[40.0, 62.0]",18236,3,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,13,Barcelona,217,['81b0502c-0b1b-476e-827d-3726d0548857'],34,,,,,,,,,,,,,,,Barcelona,217,00:03:34.861,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,94ea472f-0da2-4253-9b1c-5251c0931b71,189,,"[43.0, 50.0]",18236,3,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,13,Barcelona,217,['7b49709a-618f-4c7e-a216-2e6dbe2bb077'],36,,,,,,,,,,,,,,,Barcelona,217,00:03:36.772,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,31de7729-e895-4634-8005-6976928a99b8,193,,"[49.0, 75.0]",18236,3,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,13,Barcelona,217,['0b43505c-9e38-4c44-a855-e04a6ad8f745'],39,,,,,,,,,,,,,,,Barcelona,217,00:03:39.312,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,36131104-9da1-48e8-b4fb-976e0b651dba,196,,"[15.0, 58.0]",18236,3,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,13,Barcelona,217,['d8c19805-8204-4857-9f5d-35802bd7cbb2'],43,,,,,,,,,,,,,,,Barcelona,217,00:03:43.193,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,d732e281-da2c-4998-8324-35e6904f1406,199,,"[22.0, 23.0]",18236,3,,,,,,,,,,,,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,13,Barcelona,217,['eb4d0ccf-39d9-412b-90bc-30ca01763e99'],47,,,,,,,,,,,,,,,Barcelona,217,00:03:47.745,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,c1d85c4c-e1d6-499d-bfc9-40536c15c0b5,202,,"[31.0, 64.0]",18236,3,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,13,Barcelona,217,['b1b6edfa-5fe9-4a68-8771-a1bcd5b828c5'],51,,,,,,,,,,,,,,,Barcelona,217,00:03:51.231,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,ddb6f29b-6cf9-4fc9-a9a2-ce2cbfbb5075,205,,"[37.0, 39.0]",18236,3,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,13,Barcelona,217,['81d71ef7-0fc6-445a-b4ec-839c32cff879'],53,,,,,,,,,,,,,,,Barcelona,217,00:03:53.406,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,7aa972d5-cf8b-4a0c-acaa-5546f351cebb,208,,"[44.0, 67.0]",18236,3,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,13,Barcelona,217,['a54b6e81-a961-4067-8337-625640e9e2e8'],58,,,,,,,,,,,,,,,Barcelona,217,00:03:58.108,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,02bbf786-2986-4aca-93bd-df6af5577eea,212,,"[57.0, 54.0]",18236,4,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,13,Barcelona,217,"['04c075bb-15ef-4ca6-86a2-17e60451ba0a', 'c5b58c22-faae-4a6b-a225-683ac1593445']",1,,,,,,,,,,,,,,,Barcelona,217,00:04:01.214,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,340f2224-ca58-44f2-a47e-ac1cac9850da,215,,"[64.0, 73.0]",18236,4,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,13,Barcelona,217,['7d401388-814f-49c5-b6a4-214bc8ea6988'],3,,,,,,,,,,,,,,,Barcelona,217,00:04:03.320,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,b462c158-cfc4-4230-bb3c-21b086c2abce,218,,"[61.0, 70.0]",18236,4,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,13,Barcelona,217,['07087658-12ee-4957-9195-b8157d15d9bc'],4,,,,,,,,,,,,,,,Barcelona,217,00:04:04.283,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,380448cc-5b64-4c96-b595-33151e0feacb,222,,"[65.0, 78.0]",18236,4,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,13,Barcelona,217,['22d64507-6fd8-44bf-9251-a2ca2123dd40'],4,,,,,,,,,,,,,,,Barcelona,217,00:04:04.864,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,aa19d381-5b0d-476b-8231-52b5f3cd03be,225,,"[70.0, 75.0]",18236,4,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,13,Barcelona,217,['854a8ee1-4b35-4b68-956a-213c792fec42'],6,,,,,,,,,,,,,,,Barcelona,217,00:04:06.284,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,3d32ceb4-f338-4ad8-8400-0c2dfe9cf0bd,229,,"[68.0, 71.0]",18236,4,,,,,,,,,,,,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,13,Barcelona,217,['eea69b03-e55f-43e7-a4c2-5177e8b7b92c'],7,,,,,,,,,,,,,,,Barcelona,217,00:04:07.447,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,8dd88204-7664-4faa-a08e-30f5372a04ae,232,,"[72.0, 78.0]",18236,4,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,13,Barcelona,217,['2014b2b8-76ed-4707-b13c-1ad3667021b7'],7,,,,,,,,,,,,,,,Barcelona,217,00:04:07.526,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,28d6630c-fe66-466e-9b3c-4901d8ffb458,236,,"[77.0, 74.0]",18236,4,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,14,Barcelona,217,['d16b9e70-d086-4cbe-a182-4983a019163b'],16,,,,,,,,,,,,,,,Barcelona,217,00:04:16.478,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,421b8eec-ea96-400c-8943-e1885323f682,239,,"[69.0, 78.0]",18236,4,,,,,,,,,,,,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,14,Barcelona,217,['082faa22-8e87-4d06-a235-4468a574732d'],17,,,,,,,,,,,,,,,Barcelona,217,00:04:17.649,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,0357e6ea-b896-4776-a608-5fea246b02e5,242,,"[79.0, 78.0]",18236,4,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,14,Barcelona,217,['b6904418-a4d8-427e-b5a5-4ca15299c469'],17,,,,,,,,,,,,,,,Barcelona,217,00:04:17.771,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,e4772f90-0c6b-492e-8292-067e27fb67f2,245,,"[83.0, 46.0]",18236,4,,,,,,,,,,,,,,,,,,1,From Throw In,David Villa Sánchez,12737.0,Right Wing,15,Barcelona,217,['4c859a73-7150-4a36-b010-b5c505afbbe8'],27,,,,,,,,,,,,,,,Barcelona,217,00:04:27.322,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,1548e4c1-a699-4e81-b881-d91c5ba1786e,247,,"[31.0, 33.0]",18236,4,,,,,,,,,,,,,,,,,,1,Regular Play,Nemanja Vidić,20172.0,Left Center Back,16,Manchester United,39,['a95d03ee-9450-4577-bf78-1218c6c366bc'],28,,,,,,,,,,,,,,,Manchester United,39,00:04:28.168,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,d90c9dea-f1db-4285-bfdd-9e009d235f20,250,,"[28.0, 45.0]",18236,4,,,,,,,,,,,,,,,,,,1,Regular Play,Rio Ferdinand,20171.0,Right Center Back,16,Manchester United,39,['80b90549-2f0d-4487-9cde-730b2bb1aae9'],30,,,,,,,,,,,,,,,Manchester United,39,00:04:30.062,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,4a961cc0-de59-4e5e-b7c9-40e66320b0d3,254,,"[23.0, 27.0]",18236,4,,,,,,,,,,,,,,,,,,1,Regular Play,Nemanja Vidić,20172.0,Left Center Back,16,Manchester United,39,['8e6822f3-a22d-48ff-b782-f256458fe432'],33,,,,,,,,,,,,,,,Manchester United,39,00:04:33.995,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,73b0c59b-8b0c-4326-a86a-85f68f351597,258,,"[71.0, 34.0]",18236,4,,,,,,,,,,,,,,,,,,1,Regular Play,Wayne Mark Rooney,3538.0,Right Center Forward,16,Manchester United,39,['e8fc3a06-3c24-46e9-a273-50fc00f8cc7d'],37,,,,,,,,,,,,,,,Manchester United,39,00:04:37.896,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,6f524f80-eebd-407d-b715-f3edf23bf541,262,,"[88.0, 41.0]",18236,4,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Hernández Balcázar,3058.0,Left Center Forward,16,Manchester United,39,"['4c135b05-90c1-4785-b2ec-814f3679e185', '7dee3653-744a-45fc-b0a4-d3bea7376f70']",40,,,,,,,,,,,,,,,Manchester United,39,00:04:40.903,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,4944c1fd-f5f9-4e57-8eb3-e4b4c7e703a5,266,,"[106.0, 66.0]",18236,4,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Antonio Valencia Mosquera,3267.0,Right Wing,16,Manchester United,39,"['90f8c6e1-2f59-47d2-851e-c48feb328946', 'de5d11a4-46bf-46f5-8d25-c2921c3ad473']",43,,,,,,,,,,,,,,,Manchester United,39,00:04:43.732,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,ccf53ada-c8ac-4728-8410-ea0f47096699,269,,"[85.0, 73.0]",18236,4,,,,,,,,,,,,,,,,,,1,Regular Play,Fábio Pereira da Silva,18239.0,Right Back,16,Manchester United,39,['5b8b5578-f3a4-45c9-b65b-5438349480db'],49,,,,,,,,,,,,,,,Manchester United,39,00:04:49.734,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,dd8b85a3-d9db-4ad8-8063-e2ce0e8d5a7d,272,,"[90.0, 66.0]",18236,4,,,,,,,,,,,,,,,,,,1,Regular Play,Luis Antonio Valencia Mosquera,3267.0,Right Wing,16,Manchester United,39,['f6944e9d-5538-4223-9318-bf6955342508'],50,,,,,,,,,,,,,,,Manchester United,39,00:04:50.801,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,a5c855a0-596b-4b48-ad25-d7a5d489938f,275,,"[69.0, 63.0]",18236,4,,,,,,,,,,,,,,,,,,1,Regular Play,Michael Carrick,4751.0,Left Defensive Midfield,16,Manchester United,39,['e791cef5-c23a-42c9-85e8-69032926294f'],51,,,,,,,,,,,,,,,Manchester United,39,00:04:51.961,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,a2a27fac-3718-461b-a233-190dba75d86a,280,,"[72.0, 48.0]",18236,4,,,,,,,,,,,,,,,,,,1,Regular Play,Ryan Giggs,20175.0,Right Defensive Midfield,16,Manchester United,39,"['55d95fc2-6a96-485f-b8fd-e53cd2651401', '71755472-6772-4436-b566-71178e58e471']",54,,,,,,,,,,,,,,,Manchester United,39,00:04:54.344,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,c917c1f3-e6fa-48cf-8f43-53aaefffa8d6,283,,"[49.0, 70.0]",18236,4,,,,,,,,,,,,,,,,,,1,Regular Play,Rio Ferdinand,20171.0,Right Center Back,16,Manchester United,39,['073b7600-4fe5-4b02-87a6-e405e7b2b668'],58,,,,,,,,,,,,,,,Manchester United,39,00:04:58.891,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,95876879-e40d-4f4e-8a69-9ae80bf0d762,286,,"[15.0, 58.0]",18236,5,,,,,,,,,,,,,,,,,,1,Regular Play,Edwin van der Sar,15036.0,Goalkeeper,16,Manchester United,39,['dd7f357b-22f9-4e51-bf33-8bb7d79e44ca'],2,,,,,,,,,,,,,,,Manchester United,39,00:05:02.938,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,edef03e8-6df1-444e-8c61-0ce56d3ec75b,290,,"[88.0, 59.0]",18236,5,,,,,,,,,,,,,,,,,,1,Regular Play,Wayne Mark Rooney,3538.0,Right Center Forward,16,Manchester United,39,['3c4004d0-292b-49fc-a54b-27dfa8853370'],9,,,,,,,,,,,,,,,Manchester United,39,00:05:09.645,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,9dbc9047-e2a0-4bfc-883d-a2f690a9f389,293,,"[23.0, 29.0]",18236,5,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,17,Barcelona,217,['0f722d9b-cdfa-45d9-abc0-d253b55b1daf'],11,,,,,,,,,,,,,,,Barcelona,217,00:05:11.337,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,ca33b008-098c-4286-a999-4c78c449fdf7,296,,"[8.0, 36.0]",18236,5,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,17,Barcelona,217,['741a13d2-b008-4164-a77b-62ac1eaa5594'],12,,,,,,,,,,,,,,,Barcelona,217,00:05:12.774,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,c5e26e0c-b312-47d8-9e78-6fee446feb9a,300,,"[17.0, 5.0]",18236,5,,,,,,,,,,,,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,17,Barcelona,217,['2056ab11-a2d8-4edc-a789-7dac0d5a83a6'],16,,,,,,,,,,,,,,,Barcelona,217,00:05:16.054,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,4148941a-d0a3-414d-ab4c-12aef9c8bf22,302,,"[100.0, 74.0]",18236,5,,,,,,,,,,,,,,,,,,1,From Throw In,Ryan Giggs,20175.0,Right Defensive Midfield,18,Manchester United,39,['1e8b4cba-f030-4f1e-a249-a03672e015a8'],32,,,,,,,,,,,,,,,Manchester United,39,00:05:32.997,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,e569af36-9fef-495b-9717-e4be1bb7994c,305,,"[105.0, 79.0]",18236,5,,,,,,,,,,,,,,,,,,1,From Throw In,Fábio Pereira da Silva,18239.0,Right Back,18,Manchester United,39,['b76df6d8-c971-459f-b3a5-0664c09814f9'],33,,,,,,,,,,,,,,,Manchester United,39,00:05:33.718,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,ac3aca1e-cf08-44e0-b5bc-d70ac1a75b8f,308,,"[99.0, 79.0]",18236,5,,,,,,,,,,,,,,,,,,1,From Throw In,Ryan Giggs,20175.0,Right Defensive Midfield,18,Manchester United,39,['70f4c4da-9aab-4e85-aded-8ec5b064a590'],34,,,,,,,,,,,,,,,Manchester United,39,00:05:34.923,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,1daed183-399b-4b51-a797-eafbc0b04eae,310,,"[26.0, 11.0]",18236,5,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,19,Barcelona,217,['b857922d-9420-4e4e-8475-b1109b46415e'],36,,,,,,,,,,,,,,,Barcelona,217,00:05:36.111,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,f66db275-0953-4987-a746-25ff11202aac,314,,"[41.0, 18.0]",18236,5,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,19,Barcelona,217,['e924a030-62fc-4b35-956b-07b6c86e5f4e'],37,,,,,,,,,,,,,,,Barcelona,217,00:05:37.926,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,7ce95398-e4d9-48c1-bf45-9223f7041c8f,320,,"[59.0, 60.0]",18236,5,,,,,,,,,,,,,,,,,,1,Regular Play,Michael Carrick,4751.0,Left Defensive Midfield,19,Barcelona,217,['197f3699-dfc8-41b7-b46e-7fb390a9f5bc'],41,,,,,,,,,,,,,,,Manchester United,39,00:05:41.863,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,69805542-349f-4ea7-8fab-97233a4a64ec,323,,"[104.0, 24.0]",18236,5,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Hernández Balcázar,3058.0,Left Center Forward,19,Barcelona,217,['bafeb4e4-87ca-4c44-bec9-590b39711b7d'],46,,,,,,,,,,,,,,,Manchester United,39,00:05:46.150,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,e0a2c4ae-9251-4377-b0a3-f06f5a7bd0d1,325,,"[22.0, 58.0]",18236,5,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,20,Barcelona,217,['ef98c282-d01f-437c-8770-c30591c86f17'],59,,,,,,,,,,,,,,,Barcelona,217,00:05:59.674,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,7a682581-74f0-48b7-99c9-491ebffda576,327,,"[42.0, 64.0]",18236,6,,,,,,,,,,,,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,20,Barcelona,217,['eb1b9ea9-a822-4531-b0da-3cabf9e065db'],2,,,,,,,,,,,,,,,Barcelona,217,00:06:02.296,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,76e0b066-a149-4fbb-92df-a55472b9fd2a,329,,"[36.0, 43.0]",18236,6,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,20,Barcelona,217,['bb6ffc32-7b3f-4e24-84f3-f01c1505f6e5'],6,,,,,,,,,,,,,,,Barcelona,217,00:06:06.700,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,9e39fe29-59af-4fe9-894c-f39afaf900c0,332,,"[44.0, 4.0]",18236,6,,,,,,,,,,,,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,20,Barcelona,217,['2f0b8898-3459-4ec9-bf4b-766b4981ddd6'],11,,,,,,,,,,,,,,,Barcelona,217,00:06:11.678,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,ba93672a-1e2e-464e-8a59-4ce314ef80b3,336,,"[71.0, 4.0]",18236,6,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,20,Barcelona,217,['880b9f0c-33e7-49b5-941e-eb646909d0bf'],15,,,,,,,,,,,,,,,Barcelona,217,00:06:15.063,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,7650987d-abb3-4eb6-9aeb-f28f371c29c8,339,,"[83.0, 3.0]",18236,6,,,,,,,,,,,,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,20,Barcelona,217,['04615047-1ba5-496b-8c60-3964dbbbfe56'],17,,,,,,,,,,,,,,,Barcelona,217,00:06:17.299,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,0d8ccd8f-b5c7-41d1-88c7-6e3c9456af44,341,,"[40.0, 66.0]",18236,6,,,,,,,,,,,,,,,,,,1,From Free Kick,Ryan Giggs,20175.0,Right Defensive Midfield,20,Barcelona,217,['d4a54a30-46e2-4fd2-bf97-b11e02db5b73'],18,,,,,,,,,,,,,,,Manchester United,39,00:06:18.260,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,5b4584fe-6d05-4047-b727-7e563fd5bba4,345,,"[90.0, 59.0]",18236,6,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Hernández Balcázar,3058.0,Left Center Forward,20,Barcelona,217,['480a3507-1366-4910-90ef-652061e4553d'],21,,,,,,,,,,,,,,,Manchester United,39,00:06:21.858,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,c619375d-7971-46a3-ad95-200d93f9f340,347,,"[36.0, 2.0]",18236,6,,,,,,,,,,,,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,20,Barcelona,217,['d45f7c1a-b232-49e0-a1c2-9cf050c7fdc5'],23,,,,,,,,,,,,,,,Barcelona,217,00:06:23.967,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,643286d5-f6ea-4f63-9fa0-bb1daedd13a2,352,,"[40.0, 12.0]",18236,6,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,20,Barcelona,217,['adfca35e-3227-49d4-94db-c0f907f109c5'],27,,,,,,,,,,,,,,,Barcelona,217,00:06:27.578,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,8ba971d1-e751-43cb-830f-635b44a52c42,357,,"[8.0, 36.0]",18236,6,,,,,,,,,,,,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,20,Barcelona,217,['5edd2bf7-4573-467e-a06d-aad835c7c106'],32,,,,,,,,,,,,,,,Barcelona,217,00:06:32.084,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,561cd1d4-15d6-4111-9206-f0c0621ea534,360,,"[23.0, 48.0]",18236,6,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,20,Barcelona,217,['b6c55e1b-16a3-45f0-bcb9-11a2e24fe8c7'],34,,,,,,,,,,,,,,,Barcelona,217,00:06:34.780,Ball Receipt*,
